Jar,Time,Temp,Class,Area (ABD),Aspect Ratio,Average Blue,Average Green,Average Red,Biovolume (Cylinder),Biovolume (P. Spheroid),Biovolume (Sphere),Circularity (Hu),Date,Diameter (ABD),Geodesic Aspect Ratio,Geodesic Length,Length,Original Reference ID,Ratio Blue/Green,Ratio Red/Blue,Ratio Red/Green,Sigma Intensity,Timestamp,Volume (ABD),Width,Density_inds/ml,
80,12,25,Tetrahymena,730.2427,0.5781,130.2285,131.7393,133.7569,22601.352,11959.3954,14844.4679,0.8656,6/17/19,30.4922,1,30.6442,43.0185,3D33F1C4-0C3A-47F0-BABE-BB7E7C521EDC,0.9885,1.0271,1.0153,45.803,2019-06-17T11:55:22.167,1.48E+04,23.4975,369,
80,12,25,Tetrahymena,530.5636,0.3538,124.2957,132.8942,136.1284,9035.3886,5053.4258,9193.2701,0.627,6/17/19,25.991,0.4047,41.2598,45.9105,4E6BC706-C77B-46C4-81E2-DF4E1F19CAB9,0.9353,1.0952,1.0243,31.8356,2019-06-17T11:55:26.724,9.19E+03,14.8215,369,
80,12,25,Tetrahymena,561.7396,0.4203,129.1561,130.6553,133.4808,10239.837,6784.1036,10015.3564,0.7087,6/17/19,26.7438,0.388,44.2467,44.4645,10F0CE5D-74EE-4DCA-8E48-3FA9CD9E2473,0.9885,1.0335,1.0216,41.9217,2019-06-17T11:55:37.092,1.00E+04,19.1595,369,
80,12,25,Tetrahymena,668.4987,0.4608,128.3089,133.581,136.8,15624.1751,9826.6334,13002.1351,0.7529,6/17/19,29.1746,0.5259,41.5857,47.3565,7C4BA2D0-0A8C-45D4-B40D-36EED62E8A46,0.9605,1.0662,1.0241,31.0453,2019-06-17T11:55:38.490,1.30E+04,20.6055,369,
80,12,25,Tetrahymena,507.3638,0.4319,134.4462,138.3579,142.0243,9620.9717,5334.1038,8596.9214,0.7246,6/17/19,25.4164,0.5302,35.1887,40.8495,3CBDA5A2-E484-495C-989F-2D32C78BD648,0.9717,1.0564,1.0265,44.1394,2019-06-17T11:55:38.681,8.60E+03,16.2675,369,
80,12,25,Tetrahymena,582.2651,0.3794,112.2636,123.3797,126.654,9760.6332,6308.6201,10569.2688,0.6564,6/17/19,27.228,0.3584,45.9093,48.0795,15634084-25A5-47CC-B90C-6745C1159C0C,0.9099,1.1282,1.0265,32.3198,2019-06-17T11:55:41.993,1.06E+04,16.9905,369,
80,12,25,Tetrahymena,661.4463,0.3564,138.7093,140.616,142.6524,12111.9842,7117.307,12796.9281,0.6294,6/17/19,29.0203,0.4096,45.1329,50.2485,B6D1FA1E-B89B-4705-A404-3E8E4B03F88B,0.9864,1.0284,1.0145,48.8283,2019-06-17T11:55:42.691,1.28E+04,16.2675,369,
80,12,25,Tetrahymena,493.4724,0.3781,121.0913,129.1245,133.3959,8582.1933,4775.5054,8246.281,0.6594,6/17/19,25.0661,0.4353,38.6355,43.0185,2779379A-63D4-4849-8167-D4FB58184747,0.9378,1.1016,1.0331,36.5637,2019-06-17T11:55:42.824,8.25E+03,14.8215,369,
80,12,25,Tetrahymena,462.5307,0.3334,115.6942,128.275,132.9332,6749.7485,3970.0173,7482.9817,0.5929,6/17/19,24.2675,0.3254,43.3009,44.4645,E6FD5E6A-A1FA-4280-BFA6-3AD17CAF068A,0.9019,1.149,1.0363,29.8273,2019-06-17T11:55:45.167,7.48E+03,13.3755,369,
80,12,25,Tetrahymena,625.305,0.6056,122.9785,134.1102,137.1485,16628.656,9486.3726,11762.5538,0.8848,6/17/19,28.2164,1,27.6645,38.6805,78C61D5A-35B2-4B2E-91F0-F940B5321C15,0.917,1.1152,1.0227,33.6019,2019-06-17T11:55:45.393,1.18E+04,22.0515,369,
80,12,25,Tetrahymena,415.6635,0.4048,134.4923,139.2896,142.3378,7097.6625,3803.5078,6374.9489,0.6904,6/17/19,23.0052,0.4801,33.9734,37.9575,5EC25E0C-3D9D-4496-BEA0-B6DF22253DF2,0.9656,1.0583,1.0219,43.1386,2019-06-17T11:55:46.862,6.37E+03,14.0985,369,
80,12,25,Tetrahymena,562.6718,0.3524,124.4018,130.3973,133.8434,9118.7507,5494.2098,10040.2948,0.625,6/17/19,26.7659,0.356,45.0796,46.6335,B3022F4F-528B-4F15-B882-557686B91D59,0.954,1.0759,1.0264,41.2139,2019-06-17T11:55:52.559,1.00E+04,15.5445,369,
80,12,25,Tetrahymena,716.0794,0.3532,128.7912,132.0149,134.6948,12707.1567,8703.1168,14414.7,0.6237,6/17/19,30.195,0.3164,54.4763,58.2015,CC8976AD-FD8A-4340-B9FD-502E6FA7AA56,0.9756,1.0458,1.0203,44.9097,2019-06-17T11:55:54.650,1.44E+04,19.1595,369,
80,12,25,Tetrahymena,555.2172,0.3725,128.6323,135.9843,139.6457,9463.8061,5508.8612,9841.4299,0.6519,6/17/19,26.5881,0.4077,41.6962,45.9105,D1D6CC0B-C800-47E2-9621-6CEF623873C0,0.9459,1.0856,1.0269,42.1315,2019-06-17T11:55:55.948,9.84E+03,15.5445,369,
80,12,25,Tetrahymena,429.4163,0.9342,136.1642,140.4653,144.3433,8986.2983,7456.0442,6693.9358,0.9884,6/17/19,23.3827,0.6011,31.6383,27.1125,E850EBD2-8F0A-458C-84FE-0E55043C29DE,0.9694,1.0601,1.0276,36.245,2019-06-17T11:55:59.079,6.69E+03,25.6665,369,
80,12,25,Tetrahymena,702.8727,0.4076,133.9159,134.9335,137.2837,12274.5026,8827.5782,14017.7654,0.6866,6/17/19,29.9153,0.3505,50.2911,48.0795,B64C45E2-EDB5-4473-9185-C2077F443916,0.9925,1.0251,1.0174,44.4477,2019-06-17T11:56:01.535,1.40E+04,19.1595,369,
80,12,25,Tetrahymena,395.0876,0.4165,118.2159,130.2846,134.8093,6524.6963,3505.0953,5907.5026,0.7078,6/17/19,22.4286,0.4746,33.2873,37.2345,9F3B0B85-7D50-464C-80D6-65ECE2081BBF,0.9074,1.1404,1.0347,29.6621,2019-06-17T11:56:02.662,5.91E+03,14.0985,369,
80,12,25,Tetrahymena,439.0593,0.4194,110.322,116.5897,119.3339,6948.0147,4087.7199,6920.6765,0.7069,6/17/19,23.6438,0.4266,36.4957,37.2345,639F17C6-D4B5-4338-A9B8-4CA4D9135766,0.9462,1.0817,1.0235,36.2088,2019-06-17T11:56:03.339,6.92E+03,14.0985,369,
80,12,25,Tetrahymena,518.0285,0.4828,125.7027,135.0882,139.9356,9028.5711,6075.7846,8869.3997,0.7753,6/17/19,25.6822,0.43,39.6165,40.1265,2A9AB0BD-EADB-48D4-8C78-A1510EB3341E,0.9305,1.1132,1.0359,30.8827,2019-06-17T11:56:03.484,8.87E+03,19.1595,369,
80,12,25,Tetrahymena,511.5354,0.507,113.3545,115.6166,117.2066,10859.285,6010.5378,8703.1676,0.7993,6/17/19,25.5207,0.6675,31.4248,38.6805,9F9EEB20-1A8E-4F42-BB76-7DAFB36761AD,0.9804,1.034,1.0138,34.0013,2019-06-17T11:56:03.989,8.70E+03,18.4365,369,
80,12,25,Tetrahymena,363.217,0.3626,112.8686,128.6374,132.2248,5412.0043,2750.1595,5207.3044,0.6398,6/17/19,21.5049,0.4133,34.2966,37.9575,A9646788-F278-4EC9-887A-A56345AD6325,0.8774,1.1715,1.0279,29.1278,2019-06-17T11:56:04.936,5.21E+03,11.9295,369,
80,12,25,Tetrahymena,550.0954,0.4815,138.5305,139.3617,141.3173,11170.1923,6359.4646,9705.5651,0.7793,6/17/19,26.4651,0.5939,34.2922,39.4035,ECAD0685-B988-47DC-AE38-87629A3BE8B5,0.994,1.0201,1.014,42.6339,2019-06-17T11:56:08.315,9.71E+03,17.7135,369,
80,12,25,Tetrahymena,446.8749,0.5201,141.0951,142.0091,144.8469,9297.1251,5095.4067,7106.2881,0.8129,6/17/19,23.8533,0.6657,29.8936,35.0655,EECC437D-2DF8-4C8D-8DD7-70E4EB945070,0.9936,1.0266,1.02,45.7452,2019-06-17T11:56:16.202,7.11E+03,18.4365,369,
80,12,25,Tetrahymena,518.9564,0.4911,112.9913,122.8714,127.5857,9429.5748,6309.5207,8893.2422,0.7851,6/17/19,25.7052,0.4448,39.2954,39.4035,6C51FE0E-0978-4166-AD33-181B174A5A56,0.9196,1.1292,1.0384,31.533,2019-06-17T11:56:16.855,8.89E+03,18.4365,369,
80,12,25,Tetrahymena,360.9472,0.4348,109.0393,125.4225,129.1397,5002.1265,3148.123,5158.5706,0.7241,6/17/19,21.4376,0.3588,36.7089,35.7885,CA4BB6F2-CDDC-41B4-B8F2-683CC586401D,0.8694,1.1843,1.0296,29.6764,2019-06-17T11:56:16.855,5.16E+03,14.0985,369,
80,12,25,Tetrahymena,531.9575,0.3682,110.0776,124.0963,127.9076,8780.2464,5267.3599,9229.5209,0.6454,6/17/19,26.0252,0.3753,42.9757,45.1875,A854C2B2-87D4-4806-9FDC-C20FA89BE02C,0.887,1.162,1.0307,29.5835,2019-06-17T11:56:18.861,9.23E+03,15.5445,369,
80,12,25,Tetrahymena,596.282,0.4081,131.0147,133.399,136.0827,12607.1832,7402.2023,10953.2093,0.6976,6/17/19,27.5538,0.4816,41.0552,48.0795,A883E7B5-44D3-4334-81E9-EC5CE50D6D1C,0.9821,1.0387,1.0201,41.1434,2019-06-17T11:56:18.996,1.10E+04,17.7135,369,
80,12,25,Tetrahymena,586.9354,0.3949,124.8933,129.1885,132.9516,10821.6112,6353.0328,10696.6874,0.6809,6/17/19,27.337,0.4461,41.0651,45.1875,7C03E227-66EC-4149-836C-FB64B6A0740B,0.9668,1.0645,1.0291,46.5354,2019-06-17T11:56:19.136,1.07E+04,16.2675,369,
80,12,25,Tetrahymena,619.682,0.5553,135.7602,139.1416,142.3171,16038.7054,8892.2971,11604.2524,0.8457,6/17/19,28.0892,0.7978,31.7745,40.8495,52356859-9716-4CF7-9DDA-EFF316549D96,0.9757,1.0483,1.0228,46.1618,2019-06-17T11:56:24.668,1.16E+04,22.0515,369,
80,12,25,Tetrahymena,444.1155,0.4386,116.1995,130.1384,133.8115,7264.5188,4396.5144,7040.5687,0.7313,6/17/19,23.7795,0.4298,36.8589,38.6805,C6F56095-41E4-4ACD-B065-A6C5A77C2BC5,0.8929,1.1516,1.0282,29.3587,2019-06-17T11:56:28.456,7.04E+03,15.5445,369,
80,12,25,Tetrahymena,683.5562,0.358,125.371,129.9268,133.5149,13222.0018,8010.494,13443.8965,0.6308,6/17/19,29.5014,0.401,47.1287,52.4175,DBE0E32B-AE84-4E8E-A288-6621A830C5AD,0.9649,1.065,1.0276,42.2872,2019-06-17T11:56:29.140,1.34E+04,16.9905,369,
80,12,25,Tetrahymena,342.3717,0.5627,126.6263,134.224,138.8491,6973.0273,3661.8849,4765.5234,0.8362,6/17/19,20.8787,0.752,25.04,30.0045,01D43EAB-47E4-4F59-BAB1-97F2CA3AA810,0.9434,1.0965,1.0345,29.5304,2019-06-17T11:56:35.538,4.77E+03,14.8215,369,
80,12,25,Tetrahymena,322.0621,0.3908,125.5386,135.2108,139.8253,4826.8608,2500.756,4347.8367,0.6748,6/17/19,20.25,0.4246,32.426,35.0655,C5754DC1-9DA7-4EBB-912C-416DF12CF95D,0.9285,1.1138,1.0341,33.9623,2019-06-17T11:56:35.678,4.35E+03,12.6525,369,
80,12,25,Tetrahymena,675.5548,0.3858,134.6364,137.7122,140.21,12580.1087,7508.6479,13208.537,0.6675,6/17/19,29.3282,0.4427,43.399,48.0795,C3AC8D6D-07F4-4CD9-8454-FF110FD1CB97,0.9777,1.0414,1.0181,49.1169,2019-06-17T11:56:38.781,1.32E+04,16.9905,369,
80,12,25,Tetrahymena,397.3706,0.5665,136.0382,142.006,145.1988,9537.2367,4644.747,5958.7799,0.8505,6/17/19,22.4933,0.9073,24.5257,32.1735,0DDF0559-2345-442D-A9EB-65AE5D87AB8A,0.958,1.0673,1.0225,39.3752,2019-06-17T11:56:39.322,5.96E+03,17.7135,369,
80,12,25,Tetrahymena,686.3814,0.4253,131.5569,132.691,135.1341,13963.6313,8589.1109,13527.3278,0.717,6/17/19,29.5623,0.4795,42.6062,47.3565,7002B5EB-7F84-4AAC-B98E-6C0AD5B1EFB2,0.9915,1.0272,1.0184,42.4953,2019-06-17T11:56:40.978,1.35E+04,19.1595,369,
80,12,25,Tetrahymena,475.909,0.6213,118.7926,125.084,128.2853,10780.9675,6252.0763,7809.9767,0.8947,6/17/19,24.616,1,23.9436,32.8965,23F1A545-B3BB-4F30-BCF1-8EEDD03132C9,0.9497,1.0799,1.0256,36.3737,2019-06-17T11:56:44.005,7.81E+03,19.1595,369,
80,12,25,Tetrahymena,576.6633,0.3917,112.2565,125.81,129.3172,10123.6098,6098.7129,10417.1114,0.6754,6/17/19,27.0967,0.4176,41.9658,46.6335,4ECF243E-5530-4C34-AAC1-FC1E98C04D2A,0.8923,1.152,1.0279,33.7563,2019-06-17T11:56:45.569,1.04E+04,16.2675,369,
80,12,25,Tetrahymena,708.5312,0.4817,130.0408,136.0162,139.7195,15423.6166,10313.2584,14187.3836,0.7779,6/17/19,30.0355,0.4877,43.5424,46.6335,084F94B3-56AB-482A-A580-D585BA880D46,0.9561,1.0744,1.0272,33.9224,2019-06-17T11:56:45.569,1.42E+04,22.0515,369,
80,12,25,Tetrahymena,663.7967,0.3848,131.3236,132.9338,135.4357,13460.9801,8128.7491,12865.1973,0.6676,6/17/19,29.0718,0.4376,44.7297,50.2485,6C51DDF9-DDCE-4CBA-B2AD-6B8C826A302B,0.9879,1.0313,1.0188,41.0135,2019-06-17T11:56:51.176,1.29E+04,18.4365,369,
80,12,25,Tetrahymena,620.619,0.4014,128.5724,132.9005,136.3261,12138.5873,7001.6478,11630.5812,0.6897,6/17/19,28.1104,0.4819,40.5253,46.6335,5FFE4FC7-F2AF-40D3-8DA5-F92360A483B5,0.9674,1.0603,1.0258,43.9183,2019-06-17T11:56:51.378,1.16E+04,16.9905,369,
80,12,25,Tetrahymena,455.1593,0.3764,111.6863,124.6684,128.7906,7352.6875,4450.5564,7304.8102,0.6541,6/17/19,24.0734,0.3632,41.4019,42.2955,246213D0-21E1-4E35-BCAB-EDAB5D603DD3,0.8959,1.1531,1.0331,28.3655,2019-06-17T11:56:54.329,7.30E+03,14.0985,369,
80,12,25,Tetrahymena,350.9717,0.4814,107.0492,118.9821,122.5582,5618.053,3504.3238,4946.204,0.7597,6/17/19,21.1393,0.4497,32.8259,33.6195,203F4F24-0E08-4F0F-8F3F-AE3F783E8837,0.8997,1.1449,1.0301,40.8413,2019-06-17T11:56:58.851,4.95E+03,15.5445,369,
80,12,25,Tetrahymena,705.7017,0.5174,134.9934,137.2694,140.3556,18070.9061,10666.5504,14102.4812,0.814,6/17/19,29.9754,0.6775,36.8702,44.4645,4947E42B-DB6A-4D5D-8AA0-E12DF3C1F4D4,0.9834,1.0397,1.0225,44.2262,2019-06-17T11:57:02.769,1.41E+04,22.0515,369,
80,12,25,Tetrahymena,636.0895,0.3868,130.0218,135.043,138.2905,11165.2623,7560.9275,12068.1633,0.6681,6/17/19,28.4586,0.3467,49.0826,55.3095,3AB82FED-C260-4C8C-AF7B-277DB4166A19,0.9628,1.0636,1.024,38.5394,2019-06-17T11:57:03.437,1.21E+04,17.7135,369,
80,12,25,Tetrahymena,509.6811,0.4162,134.1234,138.1185,140.9427,10109.887,5346.8192,8655.8873,0.7047,6/17/19,25.4744,0.5623,34.3996,40.8495,0AEF1AA1-D79F-447B-BDEB-6890DE101C39,0.9711,1.0508,1.0204,45.3175,2019-06-17T11:57:07.903,8.66E+03,14.8215,369,
80,12,25,Tetrahymena,511.999,0.4349,132.3687,134.5952,137.5831,9921.6413,5536.8254,8715.0026,0.7263,6/17/19,25.5323,0.5365,35.2729,40.1265,90217100-3370-428C-B179-3D0D4FD78A53,0.9835,1.0394,1.0222,41.7547,2019-06-17T11:57:12.025,8.72E+03,16.2675,369,
80,12,25,Tetrahymena,562.2057,0.4713,126.3045,128.9113,132.0695,12627.9664,6856.2367,10027.8228,0.769,6/17/19,26.7549,0.6498,33.6432,41.5725,2C769D4F-B91B-441E-8600-333758E916D2,0.9798,1.0456,1.0245,36.953,2019-06-17T11:57:14.938,1.00E+04,19.1595,369,
80,12,25,Tetrahymena,800.3024,0.3051,127.1883,134.4067,137.4422,14485.8962,9185.707,17031.1905,0.5549,6/17/19,31.9214,0.3149,57.0871,61.8165,F624B3BF-6BC7-4EC8-BE1B-95461127992D,0.9463,1.0806,1.0226,41.7383,2019-06-17T11:57:17.700,1.70E+04,18.4365,369,
80,12,25,Tetrahymena,705.2301,0.6537,122.2256,130.5283,134.9379,11915.3363,12873.6156,14088.3489,0.8593,6/17/19,29.9654,0.3251,52.3583,41.5725,C2AB8D64-CF16-4D73-B03F-F1FA158345A2,0.9364,1.104,1.0338,33.8175,2019-06-17T11:57:20.005,1.41E+04,28.5585,369,
80,12,25,Tetrahymena,524.0618,0.3324,119.0157,128.7042,133.1621,8410.6958,4778.7723,9024.7999,0.5948,6/17/19,25.8313,0.3621,43.3877,47.3565,1B94E046-1363-4057-AFFD-3B76B6452DB0,0.9247,1.1189,1.0346,34.1515,2019-06-17T11:57:21.049,9.02E+03,13.3755,369,
80,12,25,Tetrahymena,505.5103,0.3929,137.3591,140.0284,143.1649,7166.7189,4889.3037,8549.8565,0.673,6/17/19,25.37,0.3125,45.3773,43.0185,74CB3ECA-D1BF-423D-814F-6455E2C2C113,0.9809,1.0423,1.0224,50.0184,2019-06-17T11:57:22.576,8.55E+03,15.5445,369,
80,12,25,Tetrahymena,366.8504,0.4068,135.409,138.254,141.5791,6264.7252,3185.0238,5285.6374,0.695,6/17/19,21.6122,0.5019,31.6365,35.7885,DA151858-0C9F-4AF1-B55D-C7896836527E,0.9794,1.0456,1.0241,41.7616,2019-06-17T11:57:23.926,5.29E+03,12.6525,369,
80,12,25,Tetrahymena,563.6039,0.4241,128.9226,134.1438,137.5907,10521.7126,6191.7919,10065.2562,0.715,6/17/19,26.7881,0.4812,38.6745,43.0185,517BF355-8617-4E2D-ACF4-8C26BC001E71,0.9611,1.0672,1.0257,40.3934,2019-06-17T11:57:25.127,1.01E+04,17.7135,369,
80,12,25,Tetrahymena,725.9923,0.3977,123.0447,128.7556,132.3067,13333.215,8689.9504,14715.0531,0.6803,6/17/19,30.4033,0.4028,47.1203,50.9715,843B3D63-B3E5-42DE-BF52-54459EA3D969,0.9556,1.0753,1.0276,39.007,2019-06-17T11:57:26.247,1.47E+04,19.8825,369,
80,12,25,Tetrahymena,710.8896,0.4258,124.3287,127.9204,131.3677,14789.6182,9012.3231,14258.2779,0.719,6/17/19,30.0854,0.4922,42.679,48.8025,CA8692D6-F0E4-49D2-A17F-D9853CA601D4,0.9719,1.0566,1.0269,43.3235,2019-06-17T11:57:26.782,1.43E+04,19.1595,369,
80,12,25,Tetrahymena,419.3282,0.3942,124.6245,129.4914,132.6715,6495.4508,3994.6959,6459.4414,0.6749,6/17/19,23.1064,0.3627,39.7601,38.6805,A8CC41FC-394B-4D10-9FAE-410F9CBD9B29,0.9624,1.0646,1.0246,41.6473,2019-06-17T11:57:28.173,6.46E+03,14.0985,369,
80,12,25,Tetrahymena,560.8076,0.3797,125.8689,129.2541,132.1274,10352.7238,5913.9285,9990.4408,0.6614,6/17/19,26.7216,0.4414,40.746,45.9105,3C1CCD7B-9A56-4747-A934-3F0A2AB48655,0.9738,1.0497,1.0222,43.9036,2019-06-17T11:57:29.886,9.99E+03,16.2675,369,
80,12,25,Tetrahymena,658.6264,0.3591,124.7569,129.6568,133.2694,11378.9746,7174.8654,12715.1811,0.6277,6/17/19,28.9584,0.3691,47.3804,49.5255,A205DB6F-777D-4BC0-B0DE-ECD27B9D9CC2,0.9622,1.0682,1.0279,46.6648,2019-06-17T11:57:33.217,1.27E+04,17.7135,369,
80,12,25,Tetrahymena,525.4547,0.459,127.5063,130.7174,133.5573,10690.1689,6061.5885,9060.8034,0.7553,6/17/19,25.8656,0.5614,35.085,40.1265,3EF91D9F-4326-4423-9CF9-0860C4EF436D,0.9754,1.0475,1.0217,41.8534,2019-06-17T11:57:33.355,9.06E+03,18.4365,369,
80,12,25,Tetrahymena,400.5681,0.4193,115.2692,129.6022,133.3619,6260.7248,3774.4145,6030.8474,0.6997,6/17/19,22.5836,0.4083,36.2952,37.2345,331D41C1-C9F2-40A7-9AAB-4C9B27B52793,0.8894,1.157,1.029,35.1189,2019-06-17T11:57:35.177,6.03E+03,14.8215,369,
80,12,25,Tetrahymena,418.87,0.4484,114.0403,122.1419,125.5801,6608.9654,4118.522,6448.857,0.7317,6/17/19,23.0938,0.4258,35.9369,35.7885,39F280E0-D908-43CB-9C48-62FEF1450062,0.9337,1.1012,1.0281,34.8408,2019-06-17T11:57:35.714,6.45E+03,14.8215,369,
80,12,25,Tetrahymena,482.8375,0.4263,130.4332,133.61,137.4239,9399.2212,4900.5234,7981.1478,0.7195,6/17/19,24.7945,0.5731,33.1532,40.1265,B022862B-4271-4EB6-9439-E1B010A8784D,0.9762,1.0536,1.0285,49.3117,2019-06-17T11:57:36.228,7.98E+03,14.8215,369,
80,12,25,Tetrahymena,522.6692,0.4305,134.6341,137.5047,141.0174,10119.9345,5535.3393,8988.8495,0.7255,6/17/19,25.797,0.5427,35.2348,41.5725,43CF3F2F-A11D-4A39-9660-BA4738D31436,0.9791,1.0474,1.0255,47.6083,2019-06-17T11:57:38.633,8.99E+03,16.9905,369,
80,12,25,Tetrahymena,398.284,0.4315,101.3647,113.7224,118.1613,6223.9415,3651.5521,5979.3374,0.7195,6/17/19,22.5191,0.4306,34.9652,37.9575,6F9E3F38-00D9-45CA-AEDF-87D72ECC4614,0.8913,1.1657,1.039,32.5245,2019-06-17T11:57:40.787,5.98E+03,14.8215,369,
80,12,25,Tetrahymena,407.4253,0.5745,101.5953,111.5766,115.444,9327.4959,4443.6624,6186.3694,0.8611,6/17/19,22.7761,1,22.8152,31.4505,08C2545D-FE85-44CB-AB80-D0A970E29F20,0.9105,1.1363,1.0347,31.2507,2019-06-17T11:57:46.979,6.19E+03,16.9905,369,
80,12,25,Tetrahymena,627.1799,0.3807,128.9021,131.9357,134.3405,11810.39,7443.7705,11815.4961,0.6605,6/17/19,28.2586,0.3909,46.1695,49.5255,47B16204-FA19-468D-B51A-C7347C8E3A0B,0.977,1.0422,1.0182,45.066,2019-06-17T11:57:47.518,1.18E+04,19.8825,369,
80,12,25,Tetrahymena,445.0352,0.3999,123.3427,127.7982,131.5245,8621.9861,4599.2386,7062.4498,0.6881,6/17/19,23.8041,0.4982,35.3662,41.5725,97397D3E-E22E-425D-81AE-670CC0049D07,0.9651,1.0663,1.0292,37.7292,2019-06-17T11:57:48.071,7.06E+03,14.8215,369,
80,12,25,Tetrahymena,422.0781,0.3417,131.1857,140.839,144.5581,6202.5802,3644.5619,6523.0838,0.6058,6/17/19,23.182,0.3245,42.1705,43.0185,93652E86-DF5C-40A5-8AA7-D687BBA0940D,0.9315,1.1019,1.0264,34.9675,2019-06-17T11:57:48.693,6.52E+03,14.8215,369,
80,12,25,Tetrahymena,380.9522,0.4702,128.7531,132.951,136.6208,7194.6187,4005.4249,5593.3178,0.7657,6/17/19,22.0237,0.5345,31.7684,34.3425,62E7D2C3-0C58-4826-9F6A-186C7817CC3F,0.9684,1.0611,1.0276,36.3801,2019-06-17T11:57:49.275,5.59E+03,14.8215,369,
80,12,25,Tetrahymena,330.1757,0.3833,126.4658,133.7748,137.7559,5388.59,2892.6756,4513.1684,0.6635,6/17/19,20.5035,0.4097,34.4456,36.5115,EEBE9FA8-2062-459C-B3F4-CC0A47C68093,0.9454,1.0893,1.0298,36.0371,2019-06-17T11:57:56.004,4.51E+03,11.9295,369,
80,12,25,Tetrahymena,435.8435,0.4924,118.9046,128.1343,132.5528,9070.8646,4732.6756,6844.7827,0.791,6/17/19,23.557,0.6665,29.6247,35.7885,A210DB0C-A2CF-40B8-8BBF-1A0EEDF99646,0.928,1.1148,1.0345,33.5178,2019-06-17T11:57:58.263,6.84E+03,17.7135,369,
80,12,25,Tetrahymena,620.1505,0.3832,127.5518,133.1476,135.2275,9439.8134,7424.9976,11617.414,0.648,6/17/19,28.0998,0.2716,54.6189,48.8025,56AC4584-C0B8-460F-9441-A685098F40FC,0.958,1.0602,1.0156,37.3448,2019-06-17T11:57:59.072,1.16E+04,19.1595,369,
80,12,25,Tetrahymena,436.7622,0.6004,130.1368,135.3946,138.9205,10105.0356,5185.0377,6866.4347,0.8771,6/17/19,23.5818,1,23.4324,32.1735,165A6FD8-B2AA-4BD9-80BA-24F9A6F46684,0.9612,1.0675,1.026,39.5477,2019-06-17T11:58:00.643,6.87E+03,18.4365,369,
80,12,25,Tetrahymena,575.2633,0.4983,140.0094,139.5177,142.0623,13093.2787,7598.9753,10379.1994,0.7963,6/17/19,27.0638,0.6201,35.1299,41.5725,1BA1017D-3A37-43EB-9050-EF5E519C66B2,1.0035,1.0147,1.0182,45.0824,2019-06-17T11:58:01.055,1.04E+04,19.8825,369,
80,12,25,Tetrahymena,476.8325,0.3914,110.7767,121.2079,124.6424,7075.686,4457.4494,7832.7197,0.6706,6/17/19,24.6398,0.3557,41.448,41.5725,EA934A2F-0AFE-46D6-86F1-761A7B23B8EA,0.9139,1.1252,1.0283,36.7384,2019-06-17T11:58:01.230,7.83E+03,14.8215,369,
80,12,25,Tetrahymena,678.849,0.4095,115.3571,123.8265,127.0287,10994.0553,8285.5654,13305.2651,0.6839,6/17/19,29.3996,0.3227,51.2289,48.8025,349F5597-9905-4BE3-8122-BD3F39E47CA2,0.9316,1.1012,1.0259,36.6428,2019-06-17T11:58:02.368,1.33E+04,19.1595,369,
80,12,25,Tetrahymena,316.211,0.5114,125.8188,134.9939,139.7124,7173.6375,3681.0297,4229.892,0.807,6/17/19,20.0652,0.6727,27.227,32.1735,3F080AFF-BBC3-47C2-A80A-F26384E165D4,0.932,1.1104,1.035,24.7946,2019-06-17T11:58:03.893,4.23E+03,15.5445,369,
80,12,25,Tetrahymena,730.2427,0.5746,107.2607,114.9889,117.3822,16061.0933,11030.3331,14844.4679,0.8562,6/17/19,30.4922,0.5754,39.5298,41.5725,38145B95-0AF9-4F7F-AA96-A0237A07CCD5,0.9328,1.0944,1.0208,34.7638,2019-06-17T11:58:05.329,1.48E+04,23.4975,369,
80,12,25,Tetrahymena,440.4379,0.4938,116.1679,126.6624,129.9486,8144.0982,4826.4642,6953.298,0.7893,6/17/19,23.6809,0.5273,33.41,35.7885,6FC088CD-CFAE-4ADA-9CD0-200BD7398009,0.9171,1.1186,1.0259,29.8301,2019-06-17T11:58:05.689,6.95E+03,16.2675,369,
80,12,25,Tetrahymena,508.2906,0.4359,115.5683,122.139,126.6661,10146.9296,5489.0383,8620.4898,0.7323,6/17/19,25.4396,0.5598,34.5438,42.2955,CD50467C-125E-431B-A0DA-40667EF06500,0.9462,1.096,1.0371,35.6777,2019-06-17T11:58:05.866,8.62E+03,16.2675,369,
80,12,25,Tetrahymena,743.4737,0.3387,116.1104,125.552,128.5647,12739.6931,8437.1668,15249.7324,0.6041,6/17/19,30.7672,0.319,54.2162,55.3095,2EEBE774-C3F1-481B-96C2-76E80415BEC7,0.9248,1.1073,1.024,35.8495,2019-06-17T11:58:05.913,1.52E+04,17.7135,369,
80,12,25,Tetrahymena,784.1811,0.4204,112.1945,122.0866,126.1852,16101.5909,10675.1014,16519.176,0.7072,6/17/19,31.5983,0.4365,47.5596,53.1405,D2AA1D60-3E4C-4EAD-A643-D4F270F6160F,0.919,1.1247,1.0336,30.4424,2019-06-17T11:58:08.807,1.65E+04,21.3285,369,
